addr	serial	name	sido_	gu	sido
강원도 삼척시 하장면 하장길 84	S100000944	하장초등학교	강원도	삼척시	강원
경상남도 창녕군 부곡면 학포1길 21-1	S160002282	부곡초등학교학포분교장	경상남도	창녕군	경남
경상북도 군위군 소보면 송백로 1394	S150001600	송원초등학교	경상북도	군위군	경북
경상북도 영천시 금호읍 관정1길 31	S150002780	거여초등학교	경상북도	영천시	경북
경상남도 밀양시 청도면 두곡4길 13	S160001542	청도초등학교	경상남도	밀양시	경남
충청남도 부여군 구룡면 용당로2번길 73	S120000557	용당초등학교	충청남도	부여군	충남
경상남도 산청군 생비량면 비량로 51-3	S160001722	생비량초등학교	경상남도	산청군	경남
경상남도 의령군 가례면 가례로 128	S160001856	가례초등학교	경상남도	의령군	경남
강원도 홍천군 화촌면 홍천로 1105	S100002163	구송초등학교	강원도	홍천군	강원
경상남도 합천군 적중면 상중부우회길 115	S160003014	적중초등학교	경상남도	합천군	경남
경상북도 영덕군 병곡면 원황길 64	S150002522	원황초등학교	경상북도	영덕군	경북
강원도 홍천군 화촌면 성산로147번길 8	S100002295	화촌초등학교	강원도	홍천군	강원
경상남도 하동군 북천면 세이리길 20	S160002674	북천초등학교	경상남도	하동군	경남
전라북도 부안군 위도면 진리잔등로 113-3	S130000959	위도초등학교	전라북도	부안군	전북
충청남도 부여군 옥산면 대백제로 330	S120000554	옥산초등학교	충청남도	부여군	충남
충청북도 옥천군 동이면 우산로2길 23	S110000575	동이초등학교우산분교장	충청북도	옥천군	충북
전라남도 해남군 송지면 송호길 5	S140002183	송호초등학교	전라남도	해남군	전남
경상남도 의령군 대의면 대의로 31-6	S160001865	대의초등학교	경상남도	의령군	경남
전라북도 순창군 인계면 인성로 162-7	S130001025	인계초등학교	전라북도	순창군	전북
강원도 양양군 현북면 하조대1길 38	S100001006	광정초등학교	강원도	양양군	강원
전라남도 보성군 노동면 거석길 218	S140001018	노동초등학교	전라남도	보성군	전남
충청남도 부여군 충화면 팔충로 701	S120000572	충화초등학교	충청남도	부여군	충남
충청남도 태안군 안면읍 율포길 31	S120001164	안중초등학교	충청남도	태안군	충남
경상북도 봉화군 봉성면 봉명로 550	S150001948	봉성초등학교	경상북도	봉화군	경북
경상북도 상주시 중동면 오상2길 17-4	S150002107	중동초등학교	경상북도	상주시	경북
충청북도 청주시 상당구 산성로658번길 301	S110000957	용담초등학교현양원분교장	충청북도	청주시	충북
경상북도 안동시 길안면 충효로 2230	S150002303	길안초등학교	경상북도	안동시	경북
경기도 여주시 북내면 당전로 284	S090003344	북내초등학교운암분교장	경기도	여주시	경기
경상남도 함양군 병곡면 휴촌길 21	S160002868	병곡초등학교	경상남도	함양군	경남
경상남도 함안군 군북면 월촌3길 27	S160002792	월촌초등학교	경상남도	함안군	경남
경상남도 하동군 금남면 제먼당길 60	S160002665	노량초등학교	경상남도	하동군	경남
경상북도 울릉군 북면 천부길 95-3	S150003007	천부초등학교	경상북도	울릉군	경북
전라남도 보성군 득량면 월평1길 50	S140001020	득량남초등학교	전라남도	보성군	전남
경상북도 울진군 후포면 후포6길 75	S150003100	후포동부초등학교	경상북도	울진군	경북
경상북도 상주시 내서면 영남제일로 3173	S150002049	낙서초등학교	경상북도	상주시	경북
경상남도 창녕군 장마면 강리길 61	S160002300	장마초등학교	경상남도	창녕군	경남
전라북도 익산시 용안면 용북로 81	S130001174	용북초등학교	전라북도	익산시	전북
경상남도 함양군 휴천면 휴천로 371	S160002843	금반초등학교	경상남도	함양군	경남
전라북도 임실군 청웅면 청웅로 188	S130001329	청웅초등학교	전라북도	임실군	전북
전라북도 익산시 용동면 흥왕1길 17	S130001213	흥왕초등학교	전라북도	익산시	전북
경상북도 청도군 각북면 덕남길 11-7	S150003311	덕산초등학교	경상북도	청도군	경북
경상북도 영덕군 남정면 진불길 15-6	S150002494	남정초등학교	경상북도	영덕군	경북
경상북도 영주시 순흥면 순흥로 15	S150002683	순흥초등학교	경상북도	영주시	경북
강원도 평창군 방림면 방림1길 9	S100002077	방림초등학교	강원도	평창군	강원
전라북도 임실군 신평면 가덕로 683	S130001320	신평초등학교	전라북도	임실군	전북
전라남도 신안군 비금면 용소길 181-6	S140001251	비금동초등학교	전라남도	신안군	전남
경상북도 군위군 효령면 용매로 970	S150001583	고매초등학교	경상북도	군위군	경북
전라북도 진안군 진안읍 죽산로 5	S130001730	오천초등학교	전라북도	진안군	전북
전라북도 남원시 금지면 금지순환길 888-10	S130000806	금지동초등학교	전라북도	남원시	전북
전라북도 남원시 금지면 택내길 36-37	S130000807	금지초등학교	전라북도	남원시	전북
전라남도 함평군 신광면 신광중앙길 118	S140002112	신광초등학교	전라남도	함평군	전남
경상북도 영천시 화북면 화북길 75	S150002816	자천초등학교	경상북도	영천시	경북
전라남도 여수시 화정면 개도화산길 50	S140001463	화정초등학교	전라남도	여수시	전남
전라남도 고흥군 대서면 동서로 466	S140000430	대서초등학교	전라남도	고흥군	전남
전라남도 고흥군 남양면 상와길 40	S140000420	남양초등학교	전라남도	고흥군	전남
경상남도 고성군 구만면 영회로 1763	S160001045	구만초등학교	경상남도	고성군	경남
강원도 양구군 방산면 평화로 5121-7	S100001101	방산초등학교	강원도	양구군	강원
경상북도 고령군 성산면 성암로 125	S150001346	박곡초등학교	경상북도	고령군	경북
전라북도 고창군 대산면 장자산로 669	S130000486	대산초등학교	전라북도	고창군	전북
경상북도 안동시 임하면 앞산밑길 9	S150002387	임하초등학교	경상북도	안동시	경북
충청남도 태안군 소원면 은골길 42	S120001152	소원초등학교	충청남도	태안군	충남
강원도 태백시 방터골1길 59	S100001970	동점초등학교	강원도	태백시	강원
전라북도 남원시 수지면 내호곡3길 21	S130000832	수지초등학교	전라북도	남원시	전북
전라남도 화순군 동복면 오지호로 300	S140002274	동복초등학교	전라남도	화순군	전남
충청북도 영동군 심천면 심천로 52	S110000519	심천초등학교	충청북도	영동군	충북
충청남도 부여군 석성면 석성로 113-8	S120000543	석성초등학교	충청남도	부여군	충남
강원도 홍천군 서석면 청량로 25	S100002264	서석초등학교청량분교장	강원도	홍천군	강원
경상북도 고령군 개진면 오사길 83	S150001334	개진초등학교	경상북도	고령군	경북
충청북도 단양군 적성면 적성로 453	S110000376	대가초등학교	충청북도	단양군	충북
전라북도 순창군 구림면 방화로 6	S130001009	구림초등학교	전라북도	순창군	전북
전라북도 진안군 주천면 동상주천로 2225	S130001737	주천초등학교	전라북도	진안군	전북
충청북도 충주시 소태면 쟁골2길 1	S110001049	소태초등학교	충청북도	충주시	충북
경상남도 산청군 삼장면 친환경로 764	S160001720	삼장초등학교	경상남도	산청군	경남
경상북도 상주시 화북면 문장로 1803-12	S150002126	화북초등학교	경상북도	상주시	경북
경상남도 산청군 생초면 생초로38번길 21	S160001724	생초초등학교	경상남도	산청군	경남
경상남도 창녕군 이방면 안리내동길 3	S160002297	이방초등학교	경상남도	창녕군	경남
전라북도 김제시 용지면 금백로 845-7	S130000721	비룡초등학교	전라북도	김제시	전북
전라북도 익산시 웅포면 강변로 10-1	S130001179	웅포초등학교	전라북도	익산시	전북
전라북도 남원시 덕과면 덕오로 298	S130000824	덕과초등학교	전라북도	남원시	전북
충청남도 홍성군 결성면 홍남서로738번길 30	S120001212	결성초등학교	충청남도	홍성군	충남
충청남도 금산군 복수면 복수로 137	S120000395	복수초등학교	충청남도	금산군	충남
전라북도 완주군 동상면 대아저수로 1525	S130001067	동상초등학교	전라북도	완주군	전북
경상북도 군위군 효령면 치산효령로 2386	S150001613	효령초등학교	경상북도	군위군	경북
전라남도 영암군 금정면 영나로 836	S140001748	금정초등학교	전라남도	영암군	전남
강원도 철원군 갈말읍 토성길 43	S100001771	토성초등학교	강원도	철원군	강원
전라북도 익산시 용안면 입산길 13	S130001173	용남초등학교	전라북도	익산시	전북
전라남도 화순군 이서면 규봉로 979	S140002282	화순초등학교이서분교장	전라남도	화순군	전남
전라북도 정읍시 옹동면 칠석1길 29-7	S130001632	옹동초등학교	전라북도	정읍시	전북
전라남도 장흥군 유치면 유치로 48	S140001982	유치초등학교	전라남도	장흥군	전남
전라북도 부안군 보안면 부안로 1158	S130000956	영전초등학교	전라북도	부안군	전북
전라남도 장흥군 장동면 흥성로 1500	S140001985	장동초등학교	전라남도	장흥군	전남
전라북도 김제시 백구면 황토로 1030	S130000720	부용초등학교	전라북도	김제시	전북
전라북도 김제시 백구면 유강11길 43	S130000742	치문초등학교	전라북도	김제시	전북
충청북도 옥천군 안남면 연주길 60	S110000580	안남초등학교	충청북도	옥천군	충북
전라북도 임실군 지사면 방계3길 10	S130001328	지사초등학교	전라북도	임실군	전북
전라남도 보성군 율어면 율어로 569-14	S140001044	율어초등학교	전라남도	보성군	전남
충청북도 옥천군 청성면 산계길 63	S110000607	청성초등학교	충청북도	옥천군	충북
전라북도 김제시 부량면 대평2길 99	S130000717	벽량초등학교	전라북도	김제시	전북
전라북도 김제시 백구면 석담2길 36	S130000715	백구초등학교	전라북도	김제시	전북
경상북도 김천시 어모면 작점로 817	S150001685	아천초등학교능치분교장	경상북도	김천시	경북
전라북도 순창군 풍산면 금풍로 997-10	S130001028	풍산초등학교	전라북도	순창군	전북
충청북도 단양군 가곡면 대대길 51	S110000359	가곡초등학교대곡분교장	충청북도	단양군	충북
경상북도 김천시 지례면 장터길 15	S150001729	지례초등학교	경상북도	김천시	경북
경기도 평택시 진위면 은산3길 46	S090004054	진위초등학교산대분교장	경기도	평택시	경기
충청남도 보령시 오천면 충청수영로 822	S120001096	오천초등학교	충청남도	보령시	충남
